project_id,substore,url,is_fork,is_archived,is_disabled,stars,watchers,size,open_issues,buggy_issues,all_issues,issues,forks,subscribers,language,lifetime,has_issues,has_downloads,has_wiki,has_pages,created,updated,pushed,default_branch,license,homepage,description,heads,commits,authors,committers,users,paths,snapshots,unique_files,original_files,impact,files,major_language,major_language_ratio,major_language_changes,all_forks_count,max_commit_delta,avg_commit_delta,first_commit,last_commit,is_abandoned,locs,duplicated_code,is_valid,max_experience,project_experience,authors_contributing_95%_commits,authors_contributing_80%_commits,authors_contributing_50%_commits,authors_contributing_95%_changes,authors_contributing_80%_changes,authors_contributing_50%_changes
139,Generic,https://github.com/vuesomedev/todomvc-vue-composition-api.git,false,false,false,109,109,3061,2,,,,16,6,JavaScript,80942088,true,true,true,true,1586074726,1652935019,1650115578,"master","MIT License","https://blacksonic.github.io/todomvc-vue-composition-api/","TodoMVC built with Vue 3 Composition Api and Vuex",2,111,2,2,2,186,268,263,0,263,186,Other,0.5083135391923991,214,0,35925097,15001051,85016068,4073980,false,17135,0,true,8,6.504504504504505,2,2,1,2,2,1
140,Generic,https://github.com/blakegeist/next-firebase-boiler.git,false,false,false,0,0,6788,31,,,,0,1,JavaScript,82591013,true,true,true,false,1568602690,1587761038,1651193683,"master","","https://next-firebase-boiler.now.sh","Next.js Firebase Boiler",34,280,3,3,4,787,1143,1137,0,1137,787,JavaScript,0.6817185444980272,1555,0,13698915,5918257,85572871,2981858,false,33608,0,true,35,6.960714285714285,3,2,1,2,1,1
141,Generic,https://github.com/blakeing/biscardi.git,false,false,false,0,0,7305,0,,,,0,2,JavaScript,69963635,true,true,true,false,1592249492,1592249704,1592249623,"master","MIT License","","",1,698,18,5,19,43,1221,109,0,109,43,Other,0.872791519434629,1235,0,4342128,2283966,132214559,62250924,true,25368,0,true,26,18.550143266475644,5,3,2,4,3,2
142,Generic,https://github.com/blakio/dashboard.git,false,false,false,0,0,17208,22,,,,0,2,JavaScript,84618636,true,true,true,false,1569545401,1570404619,1654065771,"testingbranch","","","",24,208,4,3,5,1943,1183,530,638,1806,1943,Other,0.6254553734061931,2747,0,15569257,7990656,84728411,109775,false,100059,0,true,35,5.475961538461538,2,1,1,3,3,2
143,Generic,https://github.com/blee0105/react-pps.git,false,false,false,0,0,8417,17,,,,0,1,JavaScript,126694620,true,true,true,false,1582977822,1582986902,1649481398,"trunk","Apache License 2.0","","",18,2935,2,2,3,638,3208,3202,0,3202,638,JavaScript,0.6299537750385208,10221,0,12831125,562195,131388809,4694189,false,17800,0,true,35,20.086882453151617,1,1,1,1,1,1
144,Generic,https://github.com/bogacsabuncu/finn-moji.git,false,false,false,2,2,5720,29,,,,2,0,JavaScript,84913568,true,true,true,false,1560963280,1563239949,1645876880,"master","","https://finn-moji.herokuapp.com","With Finn-Moji, taking responsibility for your personal finances has never been more fun or hassle-free. Finn-Moji can assist you in allocating your income to a budget within your means.",49,218,10,6,11,60,416,412,0,412,60,JavaScript,0.7163362952836637,1048,0,13645875,7584686,93212248,8298680,false,25628,0,true,35,5.055045871559633,8,6,3,8,5,3
145,Generic,https://github.com/bokeefe/commune-fun.git,false,false,false,0,0,139089,1,,,,0,2,JavaScript,38802221,true,true,true,false,1571067057,1581360590,1609861341,"master","","https://commune-games.herokuapp.com/","Same idea of making games in socket rooms but w React",2,118,3,3,4,1118,326,320,0,320,1118,Other,0.8010958904109589,1462,0,28500761,13759499,83116349,44314128,true,18004,0,true,35,3.2033898305084745,1,1,1,1,1,1
146,Generic,https://github.com/botix/node-ci.git,false,false,false,0,0,3327,34,,,,0,1,JavaScript,133144231,true,true,true,false,1586438964,1587318905,1649807118,"master","","","",35,145,4,3,5,101,360,56,0,56,101,JavaScript,0.6123853211009175,267,0,66656696,11456994,137512675,4368444,false,18629,0,true,35,11.206896551724139,2,2,1,2,1,1
147,Generic,https://github.com/brainchild13/project3-property-maintenance.git,false,false,false,0,0,2367,33,,,,1,3,JavaScript,88586614,true,true,true,false,1565473476,1568302864,1654060091,"master","","","",32,124,4,4,5,104,215,205,0,205,104,JavaScript,0.46410891089108913,375,0,15978382,13447643,88702085,115471,false,17188,0,true,35,7.306451612903226,3,3,2,3,2,2
148,Generic,https://github.com/bravetechnologycoop/bravebuttons.git,false,false,false,1,1,989,1,,,,2,7,JavaScript,121304144,true,true,true,false,1532651254,1641325362,1653955401,"main","GNU General Public License v3.0","","Source code, configuration files, and other assets for the Brave Button pilots",7,534,13,11,14,251,970,968,0,968,251,Other,0.4849416103257529,789,0,9280279,3103106,121524315,220171,false,17669,0,true,35,8.44569288389513,8,4,2,7,4,2
149,Generic,https://github.com/breathehr/quarterly_meeting.git,false,false,false,0,0,10090,18,,,,0,2,JavaScript,346048369,true,true,true,false,1576772860,1576772988,1653522234,"master","MIT License","","",19,2359,284,260,288,219,2239,0,0,0,219,JavaScript,0.3246588693957115,3331,10,22060348,701239,346701688,653319,false,23508,0,true,35,21.399745654938535,166,8,1,22,1,1
150,Generic,https://github.com/bridgetklingler/jcp_payroll.git,false,false,false,3,3,774,6,,,,3,8,JavaScript,80165927,true,true,true,false,1564426687,1636150885,1644662862,"master","","","Jumbo Caramel Productions is creating a payroll database to streamline the hours logged on a film set per department.",41,273,12,8,13,69,490,486,0,486,69,JavaScript,0.6471544715447154,796,0,29139217,6046555,89678651,9512724,false,10036,0,true,35,1.7472527472527473,9,7,4,9,7,3
151,Generic,https://github.com/britstarr/gatsby-starter-netlify-cms.git,false,false,false,0,0,18082,1,,,,0,1,JavaScript,136166693,true,true,true,false,1585781643,1585781825,1644529694,"master","MIT License","","",2,585,50,26,51,147,587,0,0,0,147,Other,0.6823880597014925,1143,23,58749204,2815976,145812551,9645858,false,2008,0,true,35,12.741880341880341,21,6,3,16,6,3
152,Generic,https://github.com/broadinstitute/exome-results-browsers.git,false,false,false,8,8,1060,12,,,,4,4,JavaScript,116269718,true,true,false,false,1582314896,1651748223,1654086726,"main","BSD 3-Clause ""New"" or ""Revised"" License","","Results browsers for case-control studies of psychiatric diseases done at the Broad Institute",7,387,5,4,7,293,887,885,0,885,293,JavaScript,0.6681574239713775,747,0,8049987,4285199,115577176,88854,false,8401,0,true,35,12.509043927648579,2,1,1,1,1,1
153,Generic,https://github.com/brodybits/cordova-sqlite-spatialite-evplus-ext-common-free-unstable-0xx.git,false,false,false,0,0,3133,0,,,,0,1,JavaScript,288454520,true,true,true,false,1592964481,1597285138,1597285136,"master","Other","","",1,1382,61,39,62,321,1811,1803,0,1803,321,Other,0.4259083127258893,2239,0,12262265,1156598,345368303,56913783,true,28858,0,true,15,12.362518089725036,14,3,2,6,2,2
154,Generic,https://github.com/buddhathechef/jul2019.git,false,false,false,0,0,5723,19,,,,0,0,JavaScript,91521962,true,true,true,false,1562532973,1574730765,1654054960,"master","","","",20,131,2,2,3,55,250,245,0,245,55,JavaScript,0.6171428571428571,216,0,12437042,12723500,91642562,120600,false,16216,0,true,35,9.351145038167939,2,1,1,2,1,1
155,Generic,https://github.com/build-weekwmyplants/front-end.git,false,false,false,0,0,12117,16,,,,1,1,JavaScript,80220909,true,true,true,false,1573852091,1589833489,1654073003,"master","MIT License","https://front-end-two-hazel.now.sh","",20,138,9,5,10,256,430,324,0,324,256,JavaScript,0.6321070234113713,945,0,12454288,12073526,80323500,102591,false,15604,0,true,35,5.318840579710145,7,5,3,7,5,3
156,Generic,https://github.com/burt23/ipfs.git,false,false,false,0,0,36169,1,,,,0,2,JavaScript,193227178,true,true,true,false,1566761453,1566767927,1594108694,"master","MIT License","","",2,1963,129,31,130,1715,5298,5291,0,5291,1715,JavaScript,0.6899948159668222,6655,0,27340848,812492,253294132,60066954,true,34380,0,true,35,12.161487519103414,47,11,2,22,5,1
157,Generic,https://github.com/bw-airbnbprice3/front-end.git,false,false,false,1,1,7710,15,,,,0,1,JavaScript,80210698,true,true,true,false,1573861972,1600449068,1654072672,"master","","https://airbnboptimal.now.sh/","",21,234,6,5,7,2081,2186,267,0,267,2081,JavaScript,0.9111024844720497,4694,0,12454249,7099024,80313639,102941,false,1443,0,true,35,4.354700854700854,4,3,2,2,2,1
158,Generic,https://github.com/bw-bucket-list/front-end.git,false,false,false,0,0,7663,20,,,,0,2,JavaScript,84815711,true,true,true,false,1569249768,1569548465,1654065481,"master","MIT License","","",28,183,8,6,9,148,285,233,0,233,148,JavaScript,0.5514440433212996,611,0,12291001,9088272,84925833,110122,false,15709,0,true,35,4.715846994535519,6,4,3,7,5,3
159,Generic,https://github.com/bw-wedding-portfolio/fe.git,false,false,false,0,0,918,1,,,,1,2,JavaScript,40653252,true,true,true,false,1569204609,1569603761,1609857865,"master","","","",5,102,6,4,7,35,202,199,0,199,35,JavaScript,0.7929759704251387,429,0,40254105,15939187,84971008,44317756,true,14657,0,true,35,1.3333333333333333,4,3,2,4,3,2
160,Generic,https://github.com/c11g/daily-study.git,false,false,false,0,0,3469,0,,,,0,2,JavaScript,50510239,true,true,true,true,1545664555,1596174730,1596174728,"master","","","",1,117,4,4,4,212,206,205,0,205,212,JavaScript,0.31981981981981983,142,0,18391716,13760127,108511132,58000893,true,5757,0,true,5,4.487179487179487,3,2,1,3,2,1
161,Generic,https://github.com/bradleyball/letschat.git,false,false,false,0,0,4470,20,,,,0,0,JavaScript,85251422,true,true,true,false,1569305390,1573290589,1649805902,"master","MIT License","","",24,133,3,2,4,73,229,221,0,221,73,JavaScript,0.696969696969697,322,0,15568871,12498530,89635082,4383660,false,14835,0,true,35,8.285714285714286,3,2,1,2,2,1
162,Generic,https://github.com/campedelliluiz/advanced-react.git,false,false,false,0,0,5572,35,,,,0,1,JavaScript,148955106,true,true,true,false,1574101905,1574102538,1651199652,"master","","","",36,292,30,21,31,806,1346,24,1,26,806,JavaScript,0.7123447204968945,1835,6,20237617,5674226,151931084,2975978,false,59876,0,true,35,10.770547945205479,15,2,1,3,1,1
163,Generic,https://github.com/canyara/xwalla.git,false,false,false,0,0,124686,0,,,,0,1,JavaScript,108336340,false,true,true,false,1577418672,1581515794,1581951020,"master","GNU Affero General Public License v3.0","","",10,7912,34,29,35,1183,10402,10374,1,10377,1183,JavaScript,0.7166811967872976,38637,0,498060,199969,180561066,72224726,true,126534,0,true,35,23.533619817997977,11,5,2,9,4,2
164,Generic,https://github.com/captainrdubb/means.git,false,false,false,0,0,2541,23,,,,0,0,JavaScript,73125985,true,true,true,false,1586356106,1587240054,1648300796,"master","","","Cash Flow Tracker",24,142,5,5,6,262,320,311,0,311,262,Other,0.5731523378582202,380,0,20542816,11690077,79000835,5874850,false,17684,0,true,35,9.746478873239436,2,1,1,1,1,1
165,Generic,https://github.com/carmensantoro/pomodo.git,false,false,false,2,2,174627,1,,,,2,3,JavaScript,69722855,true,true,true,false,1575022743,1612044793,1644745844,"master","MIT License","","Page with pomodoro technique, habits and calendar.",2,150,5,3,6,2570,2037,308,0,308,2570,JavaScript,0.7558718861209964,2124,0,33564880,11038563,79152610,9429755,false,15063,0,true,35,4.26,2,1,1,1,1,1
166,Generic,https://github.com/cartometricsteam/activa.git,false,false,false,0,0,3198,17,,,,0,2,JavaScript,89852012,true,true,false,false,1555319542,1626975156,1644687221,"master","MIT License","","",19,186,6,5,7,161,453,447,0,447,161,Other,0.5117096018735363,437,0,29142778,8890201,99340445,9488433,false,56969,0,true,35,5.548387096774194,5,3,2,4,3,2
167,Generic,https://github.com/caxtontaylor/fromdatabasetoh5p.git,false,false,false,0,0,45227,1,,,,0,3,JavaScript,63128499,true,true,true,false,1565036967,1585068192,1620626931,"master","","","",2,127,3,3,4,11558,1179,1177,1,1180,11558,Other,0.754989851150203,8927,0,35558747,12862118,96677219,33548720,false,26944,0,true,35,6.149606299212598,1,1,1,1,1,1
168,Generic,https://github.com/cbfbl/proj369.git,false,false,false,0,0,6541,1,,,,0,2,JavaScript,32358137,true,true,true,false,1577567016,1599589775,1609924997,"master","","","",7,102,5,4,6,115,174,167,0,167,115,JavaScript,0.38786279683377306,147,0,20143966,15939851,76608796,44250659,true,17139,0,true,35,1.6862745098039216,4,3,2,3,2,1
169,Generic,https://github.com/cbsone/stinger-explorer.git,false,false,false,2,2,13577,1,,,,0,1,JavaScript,94480844,true,true,true,false,1587809586,1592672273,1644531578,"master","","","",2,835,15,12,16,1540,1712,1624,48,1720,1540,Other,0.6099137931034483,4528,0,51859328,1971860,104124906,9644062,false,18073,0,true,35,3.941317365269461,8,5,3,8,6,4
170,Generic,https://github.com/ccca-dc/ckanext-thredds.git,false,false,false,1,1,4594,0,,,,1,3,JavaScript,56146878,true,true,true,false,1487771399,1627881050,1543918459,"master","GNU General Public License v3.0","","",7,287,8,8,9,592,675,672,0,672,592,JavaScript,0.42896174863387976,942,0,2516423,5398316,166404107,110257229,true,168000,0,true,8,6.02787456445993,5,3,1,5,4,2
171,Generic,https://github.com/cccoast/webui.git,false,false,false,3,3,2535,0,,,,3,2,JavaScript,35124848,true,true,true,false,1487767938,1615752442,1522893146,"master","","http://120.24.189.82","frontend of backtest platform, Jquery & Python & MySQL",1,105,2,2,2,230,601,489,5,509,230,Python,0.399702823179792,269,0,19573619,14643203,166407376,131282528,true,28881,0,true,5,4.847619047619047,1,1,1,1,1,1
172,Generic,https://github.com/cdking007/chirags-blog.git,false,false,false,0,0,13313,0,,,,0,1,JavaScript,150471219,true,true,true,false,1584551719,1584551871,1584551820,"master","MIT License","","",1,1240,44,33,45,96,898,0,0,0,96,Other,0.8307622504537205,1831,13,6116870,1278884,220109565,69638346,true,19145,0,true,13,9.078225806451613,7,3,1,8,3,2
173,Generic,https://github.com/ceefee/mirrors-layui.git,false,true,false,0,0,3966,0,,,,0,2,JavaScript,126648263,true,true,true,false,1588843246,1588843481,1588843298,"master","MIT License","https://gitee.com/sentsin/layui","Mirrors from Gitee",3,294,19,11,20,2104,2485,1852,0,1852,2104,JavaScript,0.4782082324455206,2370,0,19723535,5389218,201782966,75134703,true,32787,0,true,9,6.040816326530612,7,4,1,4,1,1
174,Generic,https://github.com/cerkinfo/site.git,false,false,false,2,2,3182,6,,,,3,8,JavaScript,109906146,true,true,true,false,1462451175,1570377628,1583167687,"master","Other","","Refactoring of the site, removing django cms, and lots ofcool stuff",5,437,11,11,12,321,672,663,0,663,321,Python,0.3427505330490405,643,0,37072061,3606326,191723797,81817651,true,8050,0,true,35,5.835240274599542,5,2,1,5,3,1
175,Generic,https://github.com/terracota-p/javascript-playground.git,false,false,false,0,0,1865,17,,,,0,1,JavaScript,51929723,true,true,true,false,1565214085,1570521893,1617143812,"master","GNU General Public License v3.0","","Playground for javascript and node.js",18,120,3,2,4,179,255,250,0,250,179,JavaScript,0.6285714285714286,198,0,15516361,13589444,88975471,37045748,true,26846,0,true,35,7.516666666666667,2,1,1,1,1,1
176,Generic,https://github.com/chakra-core/chakracore.git,false,false,false,8663,8663,182541,536,,,,1287,442,JavaScript,205285246,true,true,true,false,1452020731,1654101206,1653976347,"master","MIT License","","ChakraCore is an open source Javascript engine with a C API.",22,13118,212,158,215,11432,41647,41644,0,41644,11432,C++,0.31775183714455246,278465,0,5940256,125757,202154250,4622002,false,2739671,0,true,35,13.532779387101693,58,29,11,38,20,7
177,Generic,https://github.com/charmainelohsiying/cs2102-task-sharing-application.git,false,false,false,1,1,44387,7,,,,0,0,JavaScript,96572923,true,true,true,false,1552904947,1571600757,1649477871,"master","","","",10,257,8,6,9,9128,5040,727,242,1468,9128,JavaScript,0.5157894736842106,7840,0,26490978,6443273,101270816,4697893,false,638430,0,true,35,1.9649805447470816,6,4,3,4,2,1
178,Generic,https://github.com/charvigupta/apachesuperset_edit.git,false,false,false,0,0,101790,12,,,,0,1,JavaScript,217573464,true,true,true,false,1575633349,1575633848,1653448884,"master","Apache License 2.0","","",13,4505,457,48,458,3429,10746,10726,6,10738,3429,Other,0.3975570407928094,8625,0,28203595,367107,218300431,726967,false,129942,0,true,35,14.73007769145394,231,25,4,59,10,2
179,Generic,https://github.com/chialuka/banka-app.git,false,false,false,0,0,6303,3,,,,0,0,JavaScript,90979328,true,true,true,true,1553628257,1642924905,1644607731,"develop","MIT License","https://banka-platform.herokuapp.com/","Banka is a lightweight application for banking transactions. It was built with Node.js, Express, Vanilla JavaScript, HTML and CSS",91,389,6,4,7,238,871,869,0,869,238,JavaScript,0.5324723247232472,1443,0,10296642,4238680,100547350,9568022,false,13612,0,true,35,5.408740359897172,4,2,1,2,2,1
180,Generic,https://github.com/chinhphan099/blogspot.git,false,false,false,0,0,939,0,,,,0,1,JavaScript,124229400,true,true,true,false,1476773733,1601003144,1601003142,"master","","","Public files for my Blogspot",1,348,2,3,3,89,69,68,0,68,89,CSS,0.5689277899343544,260,0,112755459,4613842,177402031,53172631,false,23340,0,true,3,2.9885057471264367,1,1,1,1,1,1
181,Generic,https://github.com/chinwailun/talkabout.git,false,false,false,0,0,7476,6,,,,0,1,JavaScript,111135155,true,true,true,false,1592326952,1592801142,1644764532,"master","","","This is my FYP.",7,302,3,3,4,39,338,338,0,338,39,JavaScript,0.8072916666666666,310,0,24390825,5464334,101597128,9411243,false,4855,0,true,35,6.559602649006623,1,1,1,2,1,1
182,Generic,https://github.com/chirimen-oh/chirimen-micro-bit.git,false,false,false,5,5,11101,18,,,,8,2,JavaScript,50655915,true,true,true,true,1561512413,1621151998,1612168347,"master","Other","https://chirimen.org/chirimen-micro-bit/","CHIRIMEN with micro:bit",1,377,4,4,5,338,491,491,0,491,338,Other,0.45861486486486486,543,0,24297747,4287682,92663369,42007454,true,9026,0,true,7,5.755968169761273,4,2,1,3,3,2
183,Generic,https://github.com/chrisget/stbcontroller.git,false,false,false,0,0,316385,0,,,,0,1,JavaScript,233698517,true,true,true,false,1484825852,1641398170,1648136855,"master","","","",2,244,7,6,8,10079,529,523,1,526,10079,Other,0.97167112669558,21060,0,24540361,6782456,239737301,6038784,false,177644,0,true,35,6.377049180327869,5,3,2,2,1,1
184,Generic,https://github.com/chrishalley/nodeci.git,false,false,false,0,0,3328,38,,,,0,1,JavaScript,133143917,true,true,true,false,1582484999,1582485490,1649806806,"master","","","",39,147,3,3,4,101,360,55,0,55,101,JavaScript,0.6045977011494252,263,2,62703508,11300047,137512910,4368993,false,19058,0,true,35,11.993197278911564,2,2,1,2,1,1
185,Generic,https://github.com/chrishj59/nodeci.git,false,false,false,0,0,3326,30,,,,0,1,JavaScript,133143990,true,true,true,false,1582480897,1582994476,1649806876,"master","","","Advance Node using Travis CI",31,146,3,3,4,102,362,57,0,57,102,JavaScript,0.6114790286975718,277,2,62700150,11377978,137512913,4368923,false,21404,0,true,35,10.205479452054794,2,2,1,3,1,1
186,Generic,https://github.com/christian-sugianto/curio-frontend.git,false,false,false,0,0,62704,23,,,,0,2,JavaScript,87775849,true,true,true,false,1566355503,1572105325,1654131357,"master","","","",29,657,9,7,10,194,1594,1588,2,1593,194,JavaScript,0.8960807600950119,3018,0,12073395,2521542,87820314,44465,false,32045,0,true,35,3.3333333333333335,6,3,2,6,4,2
187,Generic,https://github.com/chromedia-design/spoke-admin-markup.git,false,false,false,0,0,112184,12,,,,0,3,JavaScript,174446199,true,true,true,true,1591178136,1604074959,1652924805,"master","","","",14,1717,11,11,12,28851,8258,4673,0,4673,28851,JavaScript,0.43685575159678747,34540,0,15984927,963243,175697265,1251066,false,2625857,0,true,35,12.458940011648224,5,3,2,4,3,2
188,Generic,https://github.com/cityscope/cs_cityscopejs.git,false,false,false,8,8,113667,18,,,,11,7,JavaScript,79750099,true,true,false,true,1552525102,1650472663,1654122540,"master","GNU General Public License v3.0","https://cityscope.media.mit.edu/CS_cityscopeJS/","Create, design, and publish @CityScope projects on the web",8,634,15,15,16,973,1989,1985,0,1985,973,JavaScript,0.7064249363867684,2221,0,8645256,2613148,79803349,53250,false,6817,0,true,35,8.421135646687697,6,2,1,4,2,1
189,Generic,https://github.com/cjfinnell/reactnd-project-myreads.git,true,false,false,0,0,526,0,,,,0,0,JavaScript,95113324,true,true,true,false,1598909547,1599763792,1599238584,"master","","https://www.udacity.com/course/react-nanodegree--nd019","My project submission for Udacity's React Nanodegree",5,34,7,5,8,28,54,42,0,42,28,JavaScript,0.6355140186915887,68,0,37287349,48461775,150035186,54937255,true,15479,0,true,2,1.2352941176470589,6,4,2,5,3,2
190,Generic,https://github.com/ckeyer/sublime-config.git,false,false,false,0,0,61888,3,,,,0,2,JavaScript,197070106,true,true,true,false,1452420724,1629165402,1649517585,"master","","","",5,138,4,4,5,7953,7051,3587,188,4056,7953,JavaScript,0.4012137559002023,4760,0,23375732,12040274,201728263,4658157,false,1347723,0,true,35,9.27536231884058,3,2,1,2,2,1
191,Generic,https://github.com/cl7799/-.git,false,false,false,0,0,38369,8,,,,0,1,JavaScript,123772810,true,true,true,false,1564219866,1564220004,1648234277,"master","GNU General Public License v3.0","","",9,188,4,3,5,1232,741,636,0,636,1232,Go,0.5550335570469799,827,0,35631357,8814087,129714366,5941556,false,168377,0,true,35,7.425531914893617,3,2,1,2,2,1
192,Generic,https://github.com/clach04/html_cardpen_mirror.git,false,false,false,0,0,71027,1,,,,0,2,JavaScript,58921784,true,true,true,false,1588523440,1588523590,1588523487,"master","GNU General Public License v3.0","http://cardpen.mcdemarco.net/doc/index.html","mcdemarco's HTML playing card generator",19,220,2,2,2,212,411,402,2,406,212,Other,0.5741410488245932,635,0,20845300,7077752,163069828,104148044,true,16098,0,true,5,3.3363636363636364,2,2,1,2,2,1
193,Generic,https://github.com/claflamme/ld-test.git,false,false,false,0,0,1350,6,,,,0,1,JavaScript,58210941,true,true,true,false,1589164257,1589166236,1647375473,"master","","https://ld-test.now.sh/","Coding test for Loblaw Digital",7,10,2,2,3,33,27,27,0,27,33,Other,0.6444444444444445,29,0,21242254,183041719,65011299,6800358,false,10490,0,true,35,21.4,2,2,1,2,1,1
194,Generic,https://github.com/clagomess/mapa-brasil.git,false,false,false,5,5,1785,18,,,,6,0,JavaScript,89438244,true,true,false,false,1564620326,1631199937,1654058590,"master","MIT License","","Gráfico dinámico do mapa do Brasil",18,127,3,3,4,308,251,249,0,249,308,Other,0.7383177570093458,395,0,15995770,13127449,89555507,117263,false,9131,0,true,35,7.535433070866142,3,2,1,2,2,1
195,Generic,https://github.com/clemsonchoirs/website.git,false,false,false,0,0,246805,3,,,,0,2,JavaScript,145764689,true,true,true,false,1587737456,1634841029,1654127691,"master","","","This is the Clemson Vocal Arts website",4,1083,56,32,57,397,964,380,0,380,397,Other,0.6648961854176726,2754,23,11846580,1528769,145812742,48053,false,38370,0,true,35,8.523545706371191,17,7,4,13,6,2
196,Generic,https://github.com/cloudinary/cloudinary_npm.git,false,false,false,532,532,24795,13,,,,304,39,JavaScript,313454396,true,true,false,false,1340353227,1653851020,1653836534,"master","","","Cloudinary NPM for node.js integration",21,710,62,37,63,326,2111,2107,3,2113,326,JavaScript,0.49212711136558834,1719,0,9745997,2332592,313822579,368306,false,23727,0,true,14,5.340845070422535,31,11,4,20,8,3
197,Generic,https://github.com/cloudxtreme/cloudron-cli.git,false,false,false,0,0,321,0,,,,1,1,JavaScript,35505124,false,true,true,false,1471208216,1471455347,1471178508,"master","MIT License","","Cloudron Commandline Tool",2,462,3,3,3,64,620,620,0,620,64,JavaScript,0.6688829787234043,503,0,547818,3191277,185145705,182997375,true,6070,0,true,11,8.476190476190476,3,2,2,3,2,1
198,Generic,https://github.com/clpena/whats-new.git,false,false,false,0,0,2094,0,,,,0,1,JavaScript,14848235,true,true,true,false,1584402997,1584657441,1584657439,"master","","","",4,35,4,3,5,37,84,65,0,65,37,JavaScript,0.5460122699386503,89,3,14527001,46607572,84366651,69518416,true,14622,0,true,6,1.1428571428571428,3,2,1,3,2,1
199,Generic,https://github.com/cmarabate/gatsby-starter-i18n-bulma.git,false,false,false,0,0,5626,0,,,,0,0,JavaScript,33625288,true,true,true,false,1585599113,1585600082,1585601050,"master","MIT License","","",2,511,3,4,4,204,761,757,0,757,204,JavaScript,0.5188172043010753,1158,0,20812313,3109021,102200455,68575167,true,5044,0,true,6,4.068493150684931,2,2,1,2,2,1
200,Generic,https://github.com/cngjsskaisme/exchange-react-native.git,false,false,false,0,0,6113,17,,,,0,1,JavaScript,87756283,true,true,true,false,1566374889,1583491602,1654130964,"master","","","HANYANG Exchange (HYC) - A platform for Foreign Students",19,201,7,6,8,299,798,791,0,791,299,JavaScript,0.863013698630137,1386,0,13668854,8270655,87801187,44904,false,34580,0,true,35,4.925373134328358,5,3,2,4,3,2
201,Generic,https://github.com/codebattlecommunity/codebattle-kvant-game-land-capture.git,false,false,false,2,2,56190,43,,,,9,4,JavaScript,103309082,true,true,true,true,1550736613,1568213143,1654046808,"develop","","","Open project for Kvantorium in Izhevsk",23,265,22,14,23,3717,1281,902,17,976,3717,Other,0.5644389678167585,7787,0,17858872,6265329,103438094,129012,false,75112,0,true,35,4.962264150943396,14,9,4,8,5,3
202,Generic,https://github.com/codeceptjs/codeceptjs.git,false,false,false,3716,3716,55999,323,,,,665,105,JavaScript,205329631,true,true,true,true,1448154876,1654049218,1654091021,"3.x","MIT License","http://codecept.io","Supercharged End 2 End Testing Framework for NodeJS",42,2382,374,41,375,1394,5494,5488,0,5488,1394,Other,0.49391877963306535,14376,0,3463772,694450,206020991,691360,false,52301,0,true,16,8.416876574307304,254,35,3,18,3,2
203,Generic,https://github.com/codeelves/react-image-annotation.git,false,false,false,0,0,5216,16,,,,0,2,JavaScript,125867796,false,true,true,false,1589375350,1589378772,1644559475,"master","MIT License","","fork from react-image-annotation with Polygon added; when they merge polygon - we can switch back",17,198,9,8,10,208,489,478,0,478,208,JavaScript,0.779463243873979,668,0,16471965,8348018,135484103,9616395,false,20173,0,true,35,6.3232323232323235,6,3,1,5,3,1
204,Generic,https://github.com/codenation-dev/squad-1-ad-react-softplan-1.git,false,false,false,1,1,1930,12,,,,1,6,JavaScript,72423335,true,true,true,false,1570800523,1576610465,1644697224,"master","","","",15,174,6,6,7,127,390,383,0,383,127,JavaScript,0.7724609375,791,0,15796943,9506920,81901980,9478645,false,19393,0,true,35,3.942528735632184,5,3,2,5,3,2
205,Generic,https://github.com/cody-brock/toy-problems.git,false,false,false,0,0,3511,73,,,,0,1,JavaScript,82480682,true,true,true,false,1571613922,1631053057,1654094606,"master","","","",74,280,3,2,4,463,419,402,0,402,463,JavaScript,0.5074626865671642,340,0,12478567,5928654,82561952,81270,false,129864,0,true,35,16.485714285714284,2,2,1,2,1,1
206,Generic,https://github.com/cointobanks/lifetioncore-ui.git,false,false,false,0,0,4303,0,,,,0,1,JavaScript,194648854,true,true,true,false,1574249831,1583497323,1583497320,"master","","","",1,1342,51,45,52,276,2163,216,0,216,276,JavaScript,0.5714922711058263,3845,4,19271184,1180833,265327413,70678559,true,8065,0,true,35,16.519374068554395,16,4,2,12,4,2
207,Generic,https://github.com/colesnyder/colesnyder.github.io.git,false,false,false,0,0,31667,0,,,,0,0,JavaScript,42621615,true,true,true,true,1560109783,1602731396,1602731393,"master","","","Personal Website for myself. Tools used include HTML5, CSS3, JavaScript and Bootstrap.",1,148,2,2,3,781,312,128,0,128,781,Other,0.47736220472440943,485,0,20399382,10902935,94066093,51444478,true,30866,0,true,6,5.898648648648648,1,1,1,1,1,1
208,Generic,https://github.com/colink96/break.gg.git,false,false,false,0,0,4218,20,,,,0,1,JavaScript,162796072,true,true,true,false,1583882235,1585768815,1649801857,"master","MIT License","","An online hub where users can keep track of events and data from breaking competitions (a.k.a. breakdance battles). ",21,303,28,15,29,81,455,60,0,60,81,JavaScript,0.5584562996594779,492,28,21999325,5462920,167170095,4374023,false,12547,0,true,35,6.778877887788779,16,7,2,15,5,2
