project_id,year,chain_length,frequency
736807,2021,3,69
736807,2021,4,6
736807,2021,5,2
736807,2021,8,1
736807,2021,73,1
736845,2010,1,7
736845,2011,1,4146
736845,2011,2,76
736845,2011,3,5
736845,2011,4,1
736845,2012,1,4146
736845,2012,2,76
736845,2012,3,5
736845,2012,4,1
736845,2015,1,32756
736845,2015,2,1039
736845,2015,3,497
736845,2015,4,4
736845,2015,5,1
736845,2015,6,1
736845,2016,1,32897
736845,2016,2,1041
736845,2016,3,496
736845,2016,4,6
736845,2016,5,1
736845,2016,6,1
736845,2017,1,59237
736845,2017,2,1888
736845,2017,3,948
736845,2017,4,6
736845,2017,5,1
736845,2017,6,1
736845,2019,1,59237
736845,2019,2,1888
736845,2019,3,948
736845,2019,4,6
736845,2019,5,1
736845,2019,6,1
736845,2020,1,59237
736845,2020,2,1888
736845,2020,3,948
736845,2020,4,6
736845,2020,5,1
736845,2020,6,1
736845,2021,1,59237
736845,2021,2,1888
736845,2021,3,948
736845,2021,4,6
736845,2021,5,1
736845,2021,6,1
736849,2011,1,1452
736849,2011,2,105
736849,2011,3,29
736849,2011,4,4
736849,2011,5,1
736849,2012,1,7645
736849,2012,2,494
736849,2012,3,58
736849,2012,4,5
736849,2012,5,2
736849,2012,6,1
736849,2012,8,1
736849,2013,1,2707
736849,2013,2,183
736849,2013,3,52
736849,2013,4,6
736849,2013,5,2
736849,2013,6,1
736849,2014,1,3285
736849,2014,2,231
736849,2014,3,42
736849,2014,4,10
736849,2014,5,4
736849,2014,6,1
736849,2015,1,3185
736849,2015,2,230
736849,2015,3,45
736849,2015,4,10
736849,2015,5,4
736849,2015,6,1
736849,2015,10,2
736849,2015,14,2
736849,2015,24,1
736849,2015,39,1
736849,2016,1,3936
736849,2016,2,377
736849,2016,3,50
736849,2016,4,42
736849,2016,5,9
736849,2016,6,4
736849,2016,7,2
736849,2016,9,2
736849,2016,10,3
736849,2016,13,3
736849,2016,14,2
736849,2016,16,1
736849,2016,18,1
736849,2016,19,2
736849,2016,21,1
736849,2016,24,1
736849,2016,40,1
736849,2017,1,3234
736849,2017,2,244
736849,2017,3,89
736849,2017,4,10
736849,2017,5,8
736849,2017,6,3
736849,2017,7,1
736849,2017,9,2
736849,2017,10,1
736849,2017,13,4
736849,2017,14,1
736849,2017,15,2
736849,2017,17,1
736849,2017,18,1
736849,2017,19,2
736849,2017,21,1
736849,2017,25,1
736849,2017,44,1
736849,2018,1,3358
736849,2018,2,254
736849,2018,3,89
736849,2018,4,11
736849,2018,5,7
736849,2018,6,4
736849,2018,7,1
736849,2018,9,2
736849,2018,10,1
736849,2018,13,4
736849,2018,14,2
736849,2018,15,2
736849,2018,18,2
736849,2018,19,2
736849,2018,21,1
736849,2018,25,1
736849,2018,44,1
736849,2018,56,1
736849,2019,1,3756
736849,2019,2,260
736849,2019,3,89
736849,2019,4,11
736849,2019,5,7
736849,2019,6,4
736849,2019,7,1
736849,2019,9,2
736849,2019,10,1
736849,2019,13,4
736849,2019,14,2
736849,2019,15,2
736849,2019,18,2
736849,2019,19,2
736849,2019,21,1
736849,2019,25,1
736849,2019,28,1
736849,2019,46,1
736849,2019,56,1
736849,2019,208,1
736849,2020,1,3756
736849,2020,2,260
736849,2020,3,89
736849,2020,4,11
736849,2020,5,7
736849,2020,6,4
736849,2020,7,1
736849,2020,9,2
736849,2020,10,1
736849,2020,13,4
736849,2020,14,2
736849,2020,15,2
736849,2020,18,2
736849,2020,19,2
736849,2020,21,1
736849,2020,25,1
736849,2020,28,1
736849,2020,46,1
736849,2020,56,1
736849,2020,208,1
736853,2009,1,260
736853,2009,2,5
736853,2010,1,947
736853,2010,2,33
736853,2010,3,10
736853,2010,5,3
736853,2010,6,1
736853,2011,1,1
736853,2012,1,7500
736853,2012,2,420
736853,2012,3,56
736853,2012,4,3
736853,2012,5,2
736853,2012,6,2
736853,2012,7,1
736853,2012,8,2
736853,2012,9,2
736877,2008,1,4301
736877,2008,2,295
736877,2008,3,25
736877,2008,4,2
736877,2008,5,1
736877,2008,9,1
736877,2012,1,4589
736877,2012,2,295
736877,2012,3,25
736877,2012,4,2
736877,2012,5,1
736877,2012,9,1
736877,2015,1,4653
736877,2015,2,297
736877,2015,3,25
736877,2015,4,2
736877,2015,5,1
736877,2015,9,1
736877,2018,1,4653
736877,2018,2,297
736877,2018,3,25
736877,2018,4,2
736877,2018,5,1
736877,2018,9,1
736880,2009,1,8143
736880,2009,2,280
736880,2009,3,44
736880,2009,4,5
736880,2009,5,1
736880,2009,7,1
736880,2009,8,1
736880,2009,10,1
736880,2010,1,8159
736880,2010,2,279
736880,2010,3,45
736880,2010,4,5
736880,2010,5,1
736880,2010,7,1
736880,2010,8,1
736880,2010,10,1
736918,2009,1,7097
736918,2009,2,278
736918,2009,3,20
736918,2010,1,85173
736918,2010,2,5995
736918,2010,3,907
736918,2010,4,157
736918,2010,5,34
736918,2010,6,11
736918,2010,7,8
736918,2010,8,1
736918,2010,9,4
736918,2010,10,1
736918,2010,11,2
736918,2010,14,1
736918,2010,15,1
736918,2010,21,1
736918,2010,22,1
736918,2011,1,219308
736918,2011,2,15325
736918,2011,3,3342
736918,2011,4,618
736918,2011,5,167
736918,2011,6,72
736918,2011,7,53
736918,2011,8,34
736918,2011,9,27
736918,2011,10,11
736918,2011,11,5
736918,2011,12,6
736918,2011,13,3
736918,2011,14,2
736918,2011,15,1
736918,2011,17,1
736918,2011,18,2
736918,2012,1,350205
736918,2012,2,23806
736918,2012,3,4976
736918,2012,4,842
736918,2012,5,278
736918,2012,6,167
736918,2012,7,97
736918,2012,8,116
736918,2012,9,38
736918,2012,10,73
736918,2012,11,42
736918,2012,12,40
736918,2012,13,20
736918,2012,14,10
736918,2012,15,6
736918,2012,16,8
736918,2012,17,18
736918,2012,18,6
736918,2012,19,11
736918,2012,20,2
736918,2012,21,6
736918,2012,28,1
736918,2013,1,498214
736918,2013,2,33837
736918,2013,3,7573
736918,2013,4,1332
736918,2013,5,3176
736918,2013,6,223
736918,2013,7,118
736918,2013,8,118
736918,2013,9,70
736918,2013,10,57
736918,2013,11,47
736918,2013,12,22
736918,2013,13,17
736918,2013,14,5
736918,2013,15,8
736918,2013,16,3
736918,2013,17,7
736918,2013,18,7
736918,2013,19,8
736918,2013,20,2
736918,2013,21,6
736918,2014,1,2093
736918,2014,2,166
736918,2014,3,18
736918,2014,4,10
736918,2014,5,19
736918,2014,12,1
736918,2015,1,569633
736918,2015,2,37127
736918,2015,3,8608
736918,2015,4,1440
736918,2015,5,3987
736918,2015,6,220
736918,2015,7,150
736918,2015,8,120
736918,2015,9,65
736918,2015,10,59
736918,2015,11,67
736918,2015,12,44
736918,2015,13,48
736918,2015,14,35
736918,2015,15,34
736918,2015,16,25
736918,2015,17,16
736918,2015,18,13
736918,2015,19,14
736918,2015,20,4
736918,2015,21,5
736918,2015,22,1
736918,2016,1,570316
736918,2016,2,37192
736918,2016,3,8629
736918,2016,4,1440
736918,2016,5,3989
736918,2016,6,220
736918,2016,7,150
736918,2016,8,120
736918,2016,9,65
736918,2016,10,59
736918,2016,11,67
736918,2016,12,44
736918,2016,13,48
736918,2016,14,35
736918,2016,15,34
736918,2016,16,25
736918,2016,17,16
736918,2016,18,13
736918,2016,19,14
736918,2016,20,4
736918,2016,21,5
736918,2016,22,1
736918,2018,1,570316
736918,2018,2,37192
736918,2018,3,8629
736918,2018,4,1440
736918,2018,5,3989
736918,2018,6,220
736918,2018,7,150
736918,2018,8,120
736918,2018,9,65
736918,2018,10,59
736918,2018,11,67
736918,2018,12,44
736918,2018,13,48
736918,2018,14,35
736918,2018,15,34
736918,2018,16,25
736918,2018,17,16
736918,2018,18,13
736918,2018,19,14
736918,2018,20,4
736918,2018,21,5
736918,2018,22,1
736926,2011,1,16594
736926,2011,2,2672
736926,2011,3,722
736926,2011,4,120
736926,2011,5,31
736926,2011,6,5
736926,2012,1,17939
736926,2012,2,2851
736926,2012,3,764
736926,2012,4,123
736926,2012,5,29
736926,2012,6,5
736926,2013,1,18463
736926,2013,2,2867
736926,2013,3,813
736926,2013,4,127
736926,2013,5,16
736926,2013,6,12
736926,2014,1,16504
736926,2014,2,2536
736926,2014,3,715
736926,2014,4,88
736926,2014,5,10
736926,2014,6,12
736926,2015,1,16361
736926,2015,2,2518
736926,2015,3,716
736926,2015,4,87
736926,2015,5,10
736926,2015,6,12
736926,2016,1,16364
736926,2016,2,2519
736926,2016,3,716
736926,2016,4,87
736926,2016,5,10
736926,2016,6,12
736926,2017,1,16364
736926,2017,2,2519
736926,2017,3,716
736926,2017,4,87
736926,2017,5,10
736926,2017,6,12
736926,2018,1,16371
736926,2018,2,2519
736926,2018,3,716
736926,2018,4,87
736926,2018,5,10
736926,2018,6,12
736926,2019,1,16371
736926,2019,2,2519
736926,2019,3,716
736926,2019,4,87
736926,2019,5,10
736926,2019,6,12
736928,2012,1,1881
736928,2012,2,168
736928,2012,3,27
736928,2012,4,3
736928,2012,5,3
736928,2012,6,2
736928,2013,1,1987
736928,2013,2,183
736928,2013,3,27
736928,2013,4,3
736928,2013,5,3
736928,2013,6,2
736928,2014,1,1987
736928,2014,2,183
736928,2014,3,27
736928,2014,4,3
736928,2014,5,3
736928,2014,6,2
736928,2015,1,2031
736928,2015,2,184
736928,2015,3,28
736928,2015,4,3
736928,2015,5,3
736928,2015,6,2
736928,2016,1,2258
736928,2016,2,194
736928,2016,3,28
736928,2016,4,3
736928,2016,5,4
736928,2016,6,1
736928,2017,1,2319
736928,2017,2,195
736928,2017,3,28
736928,2017,4,3
736928,2017,5,4
736928,2017,6,1
736928,2018,1,2631
736928,2018,2,240
736928,2018,3,33
736928,2018,4,9
736928,2018,5,7
736928,2018,6,4
736928,2018,7,1
736928,2018,11,1
736928,2020,1,2634
736928,2020,2,240
736928,2020,3,33
736928,2020,4,9
736928,2020,5,7
736928,2020,6,4
736928,2020,7,1
736928,2020,11,1
736928,2021,1,2634
736928,2021,2,240
736928,2021,3,33
736928,2021,4,9
736928,2021,5,7
736928,2021,6,4
736928,2021,7,1
736928,2021,11,1
736930,2011,1,175
736930,2011,2,3
736930,2012,1,1884
736930,2012,2,91
736930,2012,3,20
736931,2011,1,419
736931,2011,2,19
736931,2012,1,581
736931,2012,2,27
736931,2012,3,1
736931,2013,1,589
736931,2013,2,31
736931,2013,3,1
736931,2014,1,646
736931,2014,2,37
736931,2014,3,2
736931,2015,1,656
736931,2015,2,37
736931,2015,3,2
736931,2016,1,4
736931,2017,1,701
736931,2017,2,42
736931,2017,3,3
736931,2018,1,1134
736931,2018,2,59
736931,2018,3,7
736931,2018,4,1
736931,2019,1,1144
736931,2019,2,59
736931,2019,3,7
736931,2019,4,1
736931,2020,1,1144
736931,2020,2,59
736931,2020,3,7
736931,2020,4,1
736931,2021,1,1144
736931,2021,2,59
736931,2021,3,7
736931,2021,4,1
736937,2011,1,282
736937,2011,2,6
736937,2012,1,355
736937,2012,2,10
736937,2013,1,350
736937,2013,2,11
736937,2014,1,357
736937,2014,2,13
736937,2015,1,359
736937,2015,2,15
736937,2016,1,393
736937,2017,1,365
736937,2017,2,18
736937,2019,1,365
736937,2019,2,18
736937,2020,1,365
736937,2020,2,18
736938,2011,1,137
736938,2011,2,5
736938,2011,3,1
736938,2011,5,1
736938,2012,1,455
736938,2012,2,30
736938,2012,3,2
736938,2012,4,2
736938,2012,5,1
736941,2007,1,677
736941,2007,2,12
736941,2008,1,4591
736941,2008,2,228
736941,2008,3,5
736941,2008,4,1
736941,2009,1,8345
736941,2009,2,247
736941,2009,3,19
736941,2009,4,1
736941,2010,1,18532
736941,2010,2,694
736941,2010,3,5
736941,2010,4,1
736941,2011,1,36285
736941,2011,2,1049
736941,2011,3,49
736941,2011,4,73
736941,2011,5,6
736941,2011,7,1
736941,2011,25,1
736941,2012,1,37711
736941,2012,2,1125
736941,2012,3,78
736941,2012,4,105
736941,2012,5,7
736941,2012,7,1
736941,2012,25,1
736941,2013,1,43247
736941,2013,2,1366
736941,2013,3,102
736941,2013,4,186
736941,2013,5,10
736941,2013,7,1
736941,2013,25,1
736941,2014,1,15356
736941,2014,2,745
736941,2014,3,71
736941,2014,4,143
736941,2014,5,6
736941,2014,7,1
736941,2014,25,1
736941,2015,1,15583
736941,2015,2,796
736941,2015,3,71
736941,2015,4,148
736941,2015,5,6
736941,2015,7,1
736941,2015,25,1
736968,2012,1,4227
736968,2012,2,155
736968,2012,3,18
736968,2012,4,2
736968,2012,6,1
736968,2013,1,8364
736968,2013,2,339
736968,2013,3,22
736968,2013,4,5
736968,2013,6,1
736968,2014,1,9783
736968,2014,2,401
736968,2014,3,29
736968,2014,4,7
736968,2014,6,1
736968,2015,1,10311
736968,2015,2,423
736968,2015,3,28
736968,2015,4,7
736968,2015,6,1
736968,2016,1,10358
736968,2016,2,449
736968,2016,3,29
736968,2016,4,7
736968,2016,6,1
736968,2020,1,10358
736968,2020,2,449
736968,2020,3,29
736968,2020,4,7
736968,2020,6,1
736970,2011,1,4687
736970,2011,2,175
736970,2011,3,10
736970,2011,4,1
736970,2012,1,8555
736970,2012,2,319
736970,2012,3,25
736970,2012,4,4
736970,2012,5,1
736970,2013,1,10088
736970,2013,2,400
736970,2013,3,42
736970,2013,4,6
736970,2014,1,12135
736970,2014,2,394
736970,2014,3,35
736970,2014,4,6
736970,2015,1,12512
736970,2015,2,400
736970,2015,3,36
736970,2015,4,7
736970,2016,1,12896
736970,2016,2,443
736970,2016,3,40
736970,2016,4,14
736970,2016,5,2
736970,2016,6,1
736970,2017,1,13048
736970,2017,2,466
736970,2017,3,44
736970,2017,4,16
736970,2017,5,4
736970,2017,6,1
736970,2018,1,14004
736970,2018,2,494
736970,2018,3,55
736970,2018,4,24
736970,2018,5,6
736970,2018,6,1
736970,2019,1,14289
736970,2019,2,509
736970,2019,3,60
736970,2019,4,26
736970,2019,5,5
736970,2020,1,14545
736970,2020,2,524
736970,2020,3,61
736970,2020,4,27
736970,2020,5,5
736970,2021,1,14535
736970,2021,2,525
736970,2021,3,59
736970,2021,4,27
736970,2021,5,5
736997,2009,1,537
736997,2009,2,46
736997,2009,3,5
736997,2010,1,282
736997,2010,2,9
736997,2011,1,17879
736997,2011,2,1241
736997,2011,3,118
736997,2011,4,5
736997,2011,5,2
736997,2012,1,19595
736997,2012,2,1306
736997,2012,3,122
736997,2012,4,4
736997,2012,5,1
736997,2013,1,22549
736997,2013,2,1213
736997,2013,3,117
736997,2013,4,4
736997,2013,6,3
736997,2014,1,6480
736997,2014,2,418
736997,2014,3,59
736997,2014,4,4
736997,2014,5,3
736997,2014,7,3
736997,2014,8,8
736997,2014,18,1
736997,2015,1,6725
736997,2015,2,292
736997,2015,3,91
736997,2015,4,10
736997,2015,5,13
736997,2015,6,2
736997,2015,7,4
736997,2015,8,5
736997,2015,12,1
736997,2015,18,2
736997,2015,21,2
736997,2015,25,1
736997,2015,31,1
736997,2016,1,28482
736997,2016,2,1426
736997,2016,3,131
736997,2016,4,5
736997,2016,6,3
736997,2017,1,28482
736997,2017,2,1426
736997,2017,3,131
736997,2017,4,5
736997,2017,6,3
736997,2018,1,28529
736997,2018,2,1476
736997,2018,3,131
736997,2018,4,5
736997,2018,6,3
736997,2019,1,28544
736997,2019,2,1479
736997,2019,3,131
736997,2019,4,5
736997,2019,6,3
736997,2020,1,28544
736997,2020,2,1479
736997,2020,3,131
736997,2020,4,5
736997,2020,6,3
736998,2011,1,24780
736998,2011,2,2133
736998,2011,3,363
736998,2011,4,77
736998,2011,5,26
736998,2011,6,14
736998,2011,7,1
736998,2011,8,7
736998,2011,9,5
736998,2011,10,1
736998,2011,16,2
736998,2012,1,21189
736998,2012,2,1678
736998,2012,3,310
736998,2012,4,41
736998,2012,5,20
736998,2012,6,7
736998,2012,7,4
736998,2012,8,4
736998,2012,9,2
736998,2012,11,1
736998,2012,16,1
736998,2013,1,21704
736998,2013,2,1721
736998,2013,3,310
736998,2013,4,42
736998,2013,5,20
736998,2013,6,8
736998,2013,7,4
736998,2013,8,5
736998,2013,9,2
736998,2013,11,1
736998,2013,16,1
736998,2014,1,23128
736998,2014,2,1829
736998,2014,3,336
736998,2014,4,54
736998,2014,5,22
736998,2014,6,6
736998,2014,7,7
736998,2014,8,5
736998,2014,9,1
736998,2014,11,1
736998,2014,12,2
736998,2014,16,1
736998,2016,1,34836
736998,2016,2,2253
736998,2016,3,361
736998,2016,4,54
736998,2016,5,22
736998,2016,6,6
736998,2016,7,7
736998,2016,8,5
736998,2016,9,1
736998,2016,11,1
736998,2016,12,2
736998,2016,16,1
737009,2009,1,1743
737009,2009,2,115
737009,2009,3,16
737009,2009,5,4
737009,2009,6,9
737009,2010,1,2222
737009,2010,2,148
737009,2010,3,20
737009,2010,4,2
737009,2010,5,7
737009,2010,6,10
737009,2011,1,2222
737009,2011,2,148
737009,2011,3,20
737009,2011,4,2
737009,2011,5,7
737009,2011,6,10
737009,2012,1,2037
737009,2012,2,116
737009,2012,3,19
737009,2012,5,7
737009,2012,6,10
737009,2016,1,2037
737009,2016,2,116
737009,2016,3,19
737009,2016,5,7
737009,2016,6,10
737009,2017,1,2037
737009,2017,2,116
737009,2017,3,19
737009,2017,5,7
737009,2017,6,10
737016,2010,1,2539
737016,2010,2,276
737016,2010,3,11
737016,2010,4,1
737016,2011,1,5149
737016,2011,2,577
737016,2011,3,53
737016,2011,4,2
737016,2011,5,4
737016,2012,1,13816
737016,2012,2,1056
737016,2012,3,72
737016,2012,4,3
737016,2012,6,3
737016,2012,8,1
737016,2013,1,8295
737016,2013,2,636
737016,2013,3,66
737016,2013,4,3
737016,2013,5,1
737016,2013,6,3
737016,2014,1,6405
737016,2014,2,258
737016,2014,3,28
737016,2014,4,2
737016,2014,5,2
737016,2014,6,2
737016,2014,9,1
737016,2014,10,1
737016,2014,12,1
737016,2015,1,7576
737016,2015,2,377
737016,2015,3,63
737016,2015,4,4
737016,2015,5,1
737016,2015,6,2
737016,2015,9,1
737016,2015,10,1
737016,2015,12,1
737016,2016,1,6092
737016,2016,2,258
737016,2016,3,27
737016,2016,4,2
737016,2016,5,2
737016,2016,6,2
737016,2016,9,1
737016,2016,10,1
737016,2018,1,6093
737016,2018,2,258
737016,2018,3,27
737016,2018,4,2
737016,2018,5,2
737016,2018,6,2
737016,2018,9,1
737016,2018,10,1
737016,2019,1,6094
737016,2019,2,259
737016,2019,3,27
737016,2019,4,2
737016,2019,5,2
737016,2019,6,2
737016,2019,9,1
737016,2019,10,1
737032,2009,1,2145
737032,2009,2,27
737032,2010,1,2145
737032,2010,2,27
737032,2011,1,2146
737032,2011,2,27
737032,2012,1,2159
737032,2012,2,28
737032,2013,1,2224
737032,2013,2,29
737032,2014,1,2453
737032,2014,2,36
737032,2014,3,1
737032,2015,1,2483
737032,2015,2,36
737032,2015,3,1
737032,2017,1,2540
737032,2017,2,37
737032,2017,3,2
737032,2019,1,2540
737032,2019,2,41
737032,2019,3,2
737032,2020,1,2540
737032,2020,2,41
737032,2020,3,2
737037,2011,1,470
737037,2011,2,32
737037,2012,1,511
737037,2012,2,32
737040,2010,1,47
737040,2010,2,4
737040,2010,3,1
737040,2011,1,157
737040,2011,2,6
737040,2011,3,1
737040,2012,1,308
737040,2012,2,10
737040,2013,1,342
737040,2013,2,10
737040,2014,1,342
737040,2014,2,10
737040,2018,1,342
737040,2018,2,10
737040,2020,1,342
737040,2020,2,10
737050,2011,1,77
737050,2012,1,145
737050,2012,2,2
737050,2013,1,148
737050,2013,2,2
737050,2014,1,169
737050,2014,2,3
737050,2015,1,396
737050,2015,2,7
737050,2015,3,2
737050,2016,1,1163
737050,2016,2,30
737050,2016,3,8
737050,2016,4,1
737050,2017,1,653
737050,2017,2,19
737050,2017,3,6
737050,2018,1,1384
737050,2018,2,34
737050,2018,3,8
737050,2018,4,1
737050,2019,1,1407
737050,2019,2,34
737050,2019,3,8
737050,2019,4,1
737050,2020,1,18887
737050,2020,2,32
737050,2020,3,8
737050,2020,4,1
737050,2021,1,20487
737050,2021,2,33
737050,2021,3,8
737050,2021,4,1
737082,2011,1,478
737082,2011,2,17
737082,2011,3,1
737082,2011,5,1
737082,2012,1,601
737082,2012,2,18
737082,2012,3,6
737082,2013,1,1063
737082,2013,2,23
737082,2013,3,1
737082,2013,4,1
737082,2014,1,1190
737082,2014,2,31
737082,2014,3,2
737082,2014,4,2
737082,2015,1,3830
737082,2015,2,35
737082,2015,3,6
737082,2015,4,2
737082,2015,6,1
737082,2016,1,4989
737082,2016,2,50
737082,2016,3,10
737082,2016,4,2
737082,2016,6,1
737082,2017,1,5026
737082,2017,2,56
737082,2017,3,9
737082,2017,4,2
737082,2017,6,1
737082,2018,1,5012
737082,2018,2,56
737082,2018,3,9
737082,2018,4,2
737082,2018,6,1
737082,2019,1,5012
737082,2019,2,56
737082,2019,3,9
737082,2019,4,2
737082,2019,6,1
737088,2012,1,5335
737088,2012,2,384
737088,2012,3,48
737088,2012,4,21
737088,2012,5,7
737088,2012,6,5
737088,2012,8,1
737088,2013,1,33792
737088,2013,2,2042
737088,2013,3,339
737088,2013,4,89
737088,2013,5,20
737088,2013,6,9
737088,2013,7,2
737088,2013,8,5
737088,2013,9,4
737088,2013,17,1
737088,2014,1,38271
737088,2014,2,2211
737088,2014,3,391
737088,2014,4,99
737088,2014,5,24
737088,2014,6,10
737088,2014,7,3
737088,2014,8,5
737088,2014,9,4
737088,2014,19,1
737088,2015,1,41412
737088,2015,2,2445
737088,2015,3,432
737088,2015,4,107
737088,2015,5,27
737088,2015,6,11
737088,2015,7,6
737088,2015,8,5
737088,2015,9,5
737088,2015,22,1
737088,2016,1,41412
737088,2016,2,2445
737088,2016,3,432
737088,2016,4,107
737088,2016,5,27
737088,2016,6,11
737088,2016,7,6
737088,2016,8,5
737088,2016,9,5
737088,2016,22,1
737088,2017,1,41412
737088,2017,2,2445
737088,2017,3,432
737088,2017,4,107
737088,2017,5,27
737088,2017,6,11
737088,2017,7,6
737088,2017,8,5
737088,2017,9,5
737088,2017,22,1
737088,2018,1,41412
737088,2018,2,2445
737088,2018,3,432
737088,2018,4,107
737088,2018,5,27
737088,2018,6,11
737088,2018,7,6
737088,2018,8,5
737088,2018,9,5
737088,2018,22,1
737088,2019,1,41412
737088,2019,2,2445
737088,2019,3,432
737088,2019,4,107
737088,2019,5,27
737088,2019,6,11
737088,2019,7,6
737088,2019,8,5
737088,2019,9,5
737088,2019,22,1
737088,2020,1,41412
737088,2020,2,2445
737088,2020,3,432
737088,2020,4,107
737088,2020,5,27
737088,2020,6,11
737088,2020,7,6
737088,2020,8,5
737088,2020,9,5
737088,2020,22,1
737092,2011,1,1254
737092,2011,2,124
737092,2011,3,5
737092,2011,4,7
737092,2011,5,2
737092,2012,1,2247
737092,2012,2,174
737092,2012,3,6
737092,2012,4,7
737092,2012,5,3
737107,2012,1,1447
737107,2012,2,119
737107,2012,3,9
737107,2012,4,2
737107,2012,5,15
737107,2013,1,2402
737107,2013,2,79
737107,2013,3,16
737107,2013,4,2
737107,2013,5,25
737107,2014,1,4047
737107,2014,2,195
737107,2014,3,23
737107,2014,4,2
737107,2014,5,34
737107,2014,7,2
737107,2014,8,1
737107,2015,1,4522
737107,2015,2,208
737107,2015,3,45
737107,2015,4,2
737107,2015,5,36
737107,2015,7,2
737107,2015,8,1
737107,2016,1,7628
737107,2016,2,383
737107,2016,3,52
737107,2016,4,13
737107,2016,5,7
737107,2016,6,1
737107,2016,7,2
737107,2016,8,1
737107,2017,1,8095
737107,2017,2,413
737107,2017,3,54
737107,2017,4,12
737107,2017,5,7
737107,2017,6,1
737107,2017,7,2
737107,2017,8,1
737107,2018,1,9592
737107,2018,2,481
737107,2018,3,80
737107,2018,4,15
737107,2018,5,10
737107,2018,6,1
737107,2018,7,2
737107,2018,8,2
737107,2019,1,9970
737107,2019,2,495
737107,2019,3,79
737107,2019,4,15
737107,2019,5,10
737107,2019,6,1
737107,2019,7,2
737107,2019,8,2
737107,2020,1,10179
737107,2020,2,483
737107,2020,3,77
737107,2020,4,16
737107,2020,5,11
737107,2020,6,1
737107,2020,7,2
737107,2020,8,2
737107,2021,1,10187
737107,2021,2,485
737107,2021,3,77
737107,2021,4,16
737107,2021,5,11
737107,2021,6,1
737107,2021,7,2
737107,2021,8,2
737124,2012,1,286
737124,2012,2,30
737124,2012,3,3
737124,2013,1,405
737124,2013,2,32
737124,2013,3,5
737124,2014,1,494
737124,2014,2,37
737124,2014,3,7
737124,2014,4,2
737124,2016,1,479
737124,2016,2,33
737124,2016,3,6
737124,2016,4,2
737125,2011,1,612
737125,2011,2,22
737125,2011,3,1
737125,2011,5,1
737125,2012,1,656
737125,2012,2,27
737125,2012,3,1
737125,2012,5,1
737125,2013,1,783
737125,2013,2,35
737125,2013,3,1
737125,2013,5,1
737125,2014,1,815
737125,2014,2,38
737125,2014,3,1
737125,2014,5,2
737125,2015,1,824
737125,2015,2,38
737125,2015,3,1
737125,2015,5,2
737125,2017,1,824
737125,2017,2,38
737125,2017,3,1
737125,2017,5,2
737163,2009,1,174
737163,2009,2,7
737163,2009,3,1
737163,2009,4,1
737163,2009,10,1
737164,2011,1,137
737164,2011,2,6
737164,2012,1,335
737164,2012,2,5
737164,2012,3,1
737164,2013,1,549
737164,2013,2,11
737164,2014,1,648
737164,2014,2,22
737164,2015,1,757
737164,2015,2,26
737164,2016,1,757
737164,2016,2,26
737164,2017,1,783
737164,2017,2,26
737164,2018,1,890
737164,2018,2,40
737164,2019,1,890
737164,2019,2,40
737164,2020,1,977
737164,2020,2,40
737173,2011,1,1909
737173,2011,2,111
737173,2012,1,1909
737173,2012,2,111
737173,2013,1,1910
737173,2013,2,111
737173,2014,1,3751
737173,2014,2,334
737173,2014,3,19
737173,2014,4,5
737173,2015,1,4367
737173,2015,2,355
737173,2015,3,19
737173,2015,4,5
737173,2016,1,4421
737173,2016,2,355
737173,2016,3,19
737173,2016,4,5
737173,2017,1,4421
737173,2017,2,355
737173,2017,3,19
737173,2017,4,5
737173,2018,1,4492
737173,2018,2,360
737173,2018,3,19
737173,2018,4,5
737173,2020,1,4505
737173,2020,2,366
737173,2020,3,19
737173,2020,4,5
737176,2007,1,1081
737176,2007,2,27
737176,2007,3,1
737176,2008,1,3183
737176,2008,2,64
737176,2008,3,4
737176,2009,1,3237
737176,2009,2,66
737176,2009,3,4
737176,2010,1,3599
737176,2010,2,106
737176,2010,3,8
737176,2011,1,3891
737176,2011,2,128
737176,2011,3,9
737176,2011,4,1
737176,2012,1,4026
737176,2012,2,136
737176,2012,3,12
737176,2012,4,1
737176,2013,1,4354
737176,2013,2,148
737176,2013,3,14
737176,2013,4,1
737176,2014,1,4352
737176,2014,2,150
737176,2014,3,14
737176,2014,4,1
737176,2015,1,4377
737176,2015,2,150
737176,2015,3,14
737176,2015,4,1
737176,2016,1,4384
737176,2016,2,155
737176,2016,3,14
737176,2016,4,1
737176,2017,1,4386
737176,2017,2,154
737176,2017,3,14
737176,2017,4,1
737176,2018,1,4386
737176,2018,2,154
737176,2018,3,14
737176,2018,4,1
737176,2019,1,4386
737176,2019,2,154
737176,2019,3,14
737176,2019,4,1
737176,2020,1,4435
737176,2020,2,158
737176,2020,3,14
737176,2020,4,1
737176,2021,1,4435
737176,2021,2,158
737176,2021,3,14
737176,2021,4,1
737189,2010,1,63
737189,2010,2,3
737189,2011,1,80
737189,2011,2,3
737189,2012,1,112
737189,2012,2,4
737189,2015,1,112
737189,2015,2,4
737189,2016,1,112
737189,2016,2,4
737195,2010,1,1170
737195,2010,2,67
737195,2010,3,12
737195,2010,4,1
737195,2010,5,3
737195,2010,7,1
737195,2011,1,1327
737195,2011,2,78
737195,2011,3,16
737195,2011,4,1
737195,2011,5,3
737195,2011,7,1
737195,2012,1,7764
